City;StateProvinceID;CountryRegionCode;Name
Bremerton;79;US;United States
Concord;9;US;United States
Coronado;9;US;United States
Colma;9;US;United States
Lynnwood;79;US;United States
Courbevoie;178;FR;France
Lille;145;FR;France
Los Angeles;9;US;United States
Tacoma;79;US;United States
Saint Germain en Laye;164;FR;France
London;14;GB;United Kingdom
Westminster;7;CA;Canada
Lane Cove;50;AU;Australia
Long Beach;9;US;United States
Bellingham;79;US;United States
London;14;GB;United Kingdom
Novato;9;US;United States
Issaquah;79;US;United States
London;14;GB;United Kingdom
Berkeley;9;US;United States
Port Orchard;79;US;United States
Hawthorne;64;AU;Australia
Westminster;7;CA;Canada
Goulburn;50;AU;Australia
Oak Bay;7;CA;Canada
Lemon Grove;9;US;United States
Warrington;14;GB;United Kingdom
Bremerton;79;US;United States
Chula Vista;9;US;United States
Renton;79;US;United States
Birmingham;14;GB;United Kingdom
Port Orchard;79;US;United States
Saint Ouen;127;FR;France
N. Vancouver;7;CA;Canada
Port Macquarie;50;AU;Australia
Chula Vista;9;US;United States
Lincoln Acres;9;US;United States
Beverly Hills;9;US;United States
Cloverdale;66;AU;Australia
Sunbury;77;AU;Australia
Coffs Harbour;50;AU;Australia
Coronado;9;US;United States
Westminster;7;CA;Canada
Glendale;9;US;United States
Lavender Bay;50;AU;Australia
Lynnwood;79;US;United States
Woodburn;58;US;United States
London;14;GB;United Kingdom
Santa Cruz;9;US;United States
Spokane;79;US;United States
Seattle;79;US;United States
Woodburn;58;US;United States
Lebanon;58;US;United States
Kirkland;79;US;United States
Silverwater;50;AU;Australia
Berkeley;9;US;United States
Lebanon;58;US;United States
London;14;GB;United Kingdom
Bremerton;79;US;United States
Westminster;7;CA;Canada
Bellingham;79;US;United States
Renton;79;US;United States
Warrington;14;GB;United Kingdom
Corvallis;58;US;United States
Newton;7;CA;Canada
Seattle;79;US;United States
Bellflower;9;US;United States
Port Orchard;79;US;United States
Rhodes;50;AU;Australia
Tacoma;79;US;United States
Everett;79;US;United States
Grossmont;9;US;United States
Haney;7;CA;Canada
Matraville;50;AU;Australia
Lynnwood;79;US;United States
Monroe;79;US;United States
Springwood;50;AU;Australia
Marysville;79;US;United States
St. Leonards;50;AU;Australia
Cliffside;7;CA;Canada
Geelong;77;AU;Australia
Long Beach;9;US;United States
Marysville;79;US;United States
Colma;9;US;United States
Birmingham;14;GB;United Kingdom
Lynnwood;79;US;United States
Cliffside;7;CA;Canada
Sooke;7;CA;Canada
Edmonds;79;US;United States
Lemon Grove;9;US;United States
Townsville;64;AU;Australia
Olympia;79;US;United States
Novato;9;US;United States
Seattle;79;US;United States
Fremont;9;US;United States
Cloverdale;66;AU;Australia
Langley;7;CA;Canada
Everett;79;US;United States
Silverwater;50;AU;Australia
Milton Keynes;14;GB;United Kingdom
San Diego;9;US;United States
Bellflower;9;US;United States
Daly City;9;US;United States
Malabar;50;AU;Australia
Oak Bay;7;CA;Canada
Burien;79;US;United States
St. Leonards;50;AU;Australia
Bobigny;179;FR;France
Lakewood;9;US;United States
Maidenhead;14;GB;United Kingdom
Kenmore;79;US;United States
Spring Valley;9;US;United States
Langley;7;CA;Canada
London;14;GB;United Kingdom
Port Macquarie;50;AU;Australia
Issaquah;79;US;United States
Leeds;14;GB;United Kingdom
San Gabriel;9;US;United States
Oak Bay;7;CA;Canada
Lakewood;9;US;United States
San Carlos;9;US;United States
Burlingame;9;US;United States
Lemon Grove;9;US;United States
W. York;14;GB;United Kingdom
Gateshead;14;GB;United Kingdom
Rockhampton;64;AU;Australia
Goulburn;50;AU;Australia
Cambridge;14;GB;United Kingdom
San Diego;9;US;United States
Yakima;79;US;United States
Milwaukie;58;US;United States
Hervey Bay;64;AU;Australia
Berkeley;9;US;United States
Lake Oswego;58;US;United States
Metchosin;7;CA;Canada
Caloundra;64;AU;Australia
Sydney;50;AU;Australia
Kirkby;14;GB;United Kingdom
Cloverdale;66;AU;Australia
Royal Oak;7;CA;Canada
Royal Oak;7;CA;Canada
York;14;GB;United Kingdom
Burien;79;US;United States
Gateshead;14;GB;United Kingdom
El Cajon;9;US;United States
Hobart;71;AU;Australia
Oregon City;58;US;United States
Seaford;77;AU;Australia
Berkshire;14;GB;United Kingdom
Chula Vista;9;US;United States
Esher-Molesey;14;GB;United Kingdom
Port Hammond;7;CA;Canada
Redwood City;9;US;United States
Beaverton;58;US;United States
London;14;GB;United Kingdom
Cranbourne;77;AU;Australia
Royal Oak;7;CA;Canada
London;14;GB;United Kingdom
Puyallup;79;US;United States
Redmond;79;US;United States
Beaverton;58;US;United States
Melbourne;77;AU;Australia
Milwaukie;58;US;United States
Birmingham;14;GB;United Kingdom
Shawnee;7;CA;Canada
Oregon City;58;US;United States
Sunbury;77;AU;Australia
High Wycombe;14;GB;United Kingdom
Burien;79;US;United States
Matraville;50;AU;Australia
Olympia;79;US;United States
Milton Keynes;14;GB;United Kingdom
Duvall;79;US;United States
Woolston;14;GB;United Kingdom
Perth;66;AU;Australia
Sedro Woolley;79;US;United States
Concord;9;US;United States
Woodburn;58;US;United States
Glendale;9;US;United States
Langford;7;CA;Canada
Darlinghurst;50;AU;Australia
National City;9;US;United States
Milwaukie;58;US;United States
Spokane;79;US;United States
Laredo;73;US;United States
Beaverton;58;US;United States
Melton;77;AU;Australia
Cranbourne;77;AU;Australia
Renton;79;US;United States
Langley;7;CA;Canada
Watford;14;GB;United Kingdom
Woodburn;58;US;United States
Concord;9;US;United States
Salem;58;US;United States
Berkshire;14;GB;United Kingdom
Santa Cruz;9;US;United States
Palo Alto;9;US;United States
Bury;14;GB;United Kingdom
Lebanon;58;US;United States
Bracknell;14;GB;United Kingdom
San Francisco;9;US;United States
Coffs Harbour;50;AU;Australia
San Gabriel;9;US;United States
San Diego;9;US;United States
Silverwater;50;AU;Australia
Los Angeles;9;US;United States
Paris;161;FR;France
Roissy en Brie;163;FR;France
Saint Germain en Laye;164;FR;France
Chula Vista;9;US;United States
Courbevoie;178;FR;France
Saint Germain en Laye;164;FR;France
Sèvres;178;FR;France
Orleans;131;FR;France
Downey;9;US;United States
Burien;79;US;United States
Spring Valley;9;US;United States
Cranbourne;77;AU;Australia
Novato;9;US;United States
Findon;66;AU;Australia
Victoria;7;CA;Canada
San Gabriel;9;US;United States
Townsville;64;AU;Australia
Billericay;14;GB;United Kingdom
Burbank;9;US;United States
Port Orchard;79;US;United States
Lake Oswego;58;US;United States
Dunkerque;145;FR;France
Torrance;9;US;United States
York;14;GB;United Kingdom
Mill Valley;9;US;United States
Grossmont;9;US;United States
Leeds;14;GB;United Kingdom
Mill Valley;9;US;United States
Oxford;14;GB;United Kingdom
Townsville;64;AU;Australia
W. York;14;GB;United Kingdom
Yakima;79;US;United States
London;14;GB;United Kingdom
Renton;79;US;United States
Shawnee;7;CA;Canada
Long Beach;9;US;United States
Concord;9;US;United States
Rhodes;50;AU;Australia
Woodburn;58;US;United States
Concord;9;US;United States
Concord;9;US;United States
Edmonds;79;US;United States
Beverly Hills;9;US;United States
Seattle;79;US;United States
Chula Vista;9;US;United States
Melton;77;AU;Australia
La Jolla;9;US;United States
Daly City;9;US;United States
Hobart;71;AU;Australia
Novato;9;US;United States
Portland;58;US;United States
Melbourne;77;AU;Australia
Redwood City;9;US;United States
Tacoma;79;US;United States
Chula Vista;9;US;United States
Issaquah;79;US;United States
Concord;9;US;United States
Seaford;77;AU;Australia
Cheltenham;14;GB;United Kingdom
Bremerton;79;US;United States
Hobart;71;AU;Australia
Ballard;79;US;United States
North Sydney;50;AU;Australia
San Carlos;9;US;United States
Warrington;14;GB;United Kingdom
Caloundra;64;AU;Australia
Torrance;9;US;United States
Beverly Hills;9;US;United States
Geelong;77;AU;Australia
Milwaukie;58;US;United States
Burbank;9;US;United States
Bendigo;77;AU;Australia
Everett;79;US;United States
Bremerton;79;US;United States
Olympia;79;US;United States
Paris;161;FR;France
Langley;7;CA;Canada
Paris;161;FR;France
Beverly Hills;9;US;United States
Concord;9;US;United States
Shawnee;7;CA;Canada
Grossmont;9;US;United States
Seaford;77;AU;Australia
Hobart;71;AU;Australia
Lincoln Acres;9;US;United States
Issaquah;79;US;United States
Port Macquarie;50;AU;Australia
Birmingham;14;GB;United Kingdom
Lake Oswego;58;US;United States
Cliffside;7;CA;Canada
Victoria;7;CA;Canada
Woodburn;58;US;United States
Geelong;77;AU;Australia
Royal Oak;7;CA;Canada
Bendigo;77;AU;Australia
Renton;79;US;United States
Berkeley;9;US;United States
Redwood City;9;US;United States
Cliffside;7;CA;Canada
Orleans;131;FR;France
Redmond;79;US;United States
Brisbane;64;AU;Australia
North Sydney;50;AU;Australia
London;14;GB;United Kingdom
Caloundra;64;AU;Australia
Seattle;79;US;United States
London;14;GB;United Kingdom
Oregon City;58;US;United States
Warrington;14;GB;United Kingdom
London;14;GB;United Kingdom
Metchosin;7;CA;Canada
Milton Keynes;14;GB;United Kingdom
Cliffside;7;CA;Canada
Novato;9;US;United States
Matraville;50;AU;Australia
Beaverton;58;US;United States
Los Angeles;9;US;United States
Mill Valley;9;US;United States
Novato;9;US;United States
Palo Alto;9;US;United States
London;14;GB;United Kingdom
Edmonds;79;US;United States
Burlingame;9;US;United States
Lynnwood;79;US;United States
Caloundra;64;AU;Australia
Issaquah;79;US;United States
Concord;9;US;United States
Beaverton;58;US;United States
Chula Vista;9;US;United States
South Melbourne;77;AU;Australia
Warrington;14;GB;United Kingdom
Burnaby;7;CA;Canada
Torrance;9;US;United States
Townsville;64;AU;Australia
Mill Valley;9;US;United States
Santa Cruz;9;US;United States
London;14;GB;United Kingdom
Victoria;7;CA;Canada
Berkeley;9;US;United States
Novato;9;US;United States
Melton;77;AU;Australia
Reading;14;GB;United Kingdom
Woodburn;58;US;United States
Melton;77;AU;Australia
Newport Beach;9;US;United States
West Covina;9;US;United States
Burlingame;9;US;United States
Chula Vista;9;US;United States
Colombes;178;FR;France
Saint Ouen;127;FR;France
Bobigny;179;FR;France
Saint Germain en Laye;164;FR;France
Paris;161;FR;France
Vancouver;7;CA;Canada
Royal Oak;7;CA;Canada
Hobart;71;AU;Australia
Runcorn;14;GB;United Kingdom
Los Angeles;9;US;United States
Bellflower;9;US;United States
Hobart;71;AU;Australia
Melton;77;AU;Australia
Santa Cruz;9;US;United States
Bury;14;GB;United Kingdom
Kenmore;79;US;United States
Lebanon;58;US;United States
Port Hammond;7;CA;Canada
Burien;79;US;United States
St. Leonards;50;AU;Australia
Burbank;9;US;United States
Coffs Harbour;50;AU;Australia
Wollongong;50;AU;Australia
Lincoln Acres;9;US;United States
Spring Valley;9;US;United States
San Diego;9;US;United States
Bellevue;79;US;United States
Mill Valley;9;US;United States
La Jolla;9;US;United States
Vancouver;7;CA;Canada
Hobart;71;AU;Australia
Concord;9;US;United States
Kirkland;79;US;United States
Wollongong;50;AU;Australia
Glendale;9;US;United States
Chula Vista;9;US;United States
Lebanon;58;US;United States
Berkeley;9;US;United States
Burlingame;9;US;United States
Downey;9;US;United States
Melbourne;77;AU;Australia
London;14;GB;United Kingdom
Milwaukie;58;US;United States
Goulburn;50;AU;Australia
Wollongong;50;AU;Australia
Roubaix;145;FR;France
Milsons Point;50;AU;Australia
Pantin;179;FR;France
Hawthorne;64;AU;Australia
Walla Walla;79;US;United States
Hixson;72;US;United States
Salem;58;US;United States
Downey;9;US;United States
South Melbourne;77;AU;Australia
Hervey Bay;64;AU;Australia
Torrance;9;US;United States
Burien;79;US;United States
Santa Monica;9;US;United States
Sydney;50;AU;Australia
York;14;GB;United Kingdom
Spokane;79;US;United States
East Brisbane;64;AU;Australia
Port Macquarie;50;AU;Australia
Port Orchard;79;US;United States
York;14;GB;United Kingdom
Lake Oswego;58;US;United States
Seaford;77;AU;Australia
Concord;9;US;United States
Leeds;14;GB;United Kingdom
Orly;180;FR;France
Stoke-on-Trent;14;GB;United Kingdom
West Covina;9;US;United States
Daly City;9;US;United States
Cambridge;14;GB;United Kingdom
York;14;GB;United Kingdom
Everett;79;US;United States
San Carlos;9;US;United States
London;14;GB;United Kingdom
Vancouver;7;CA;Canada
Berkeley;9;US;United States
Clearwater;15;US;United States
Royal Oak;7;CA;Canada
Beaverton;58;US;United States
Oakland;9;US;United States
Haney;7;CA;Canada
Peterborough;14;GB;United Kingdom
Burlingame;9;US;United States
Goulburn;50;AU;Australia
Los Angeles;9;US;United States
Port Macquarie;50;AU;Australia
Rhodes;50;AU;Australia
Chula Vista;9;US;United States
Tacoma;79;US;United States
Fort Worth;73;US;United States
Vancouver;7;CA;Canada
Walla Walla;79;US;United States
Wollongong;50;AU;Australia
Lane Cove;50;AU;Australia
W. Linn;58;US;United States
Birmingham;14;GB;United Kingdom
Salem;58;US;United States
Stoke-on-Trent;14;GB;United Kingdom
Chula Vista;9;US;United States
Santa Monica;9;US;United States
Gold Coast;64;AU;Australia
Seattle;79;US;United States
Santa Cruz;9;US;United States
Issaquah;79;US;United States
London;14;GB;United Kingdom
Newport Beach;9;US;United States
Downey;9;US;United States
Toronto;57;CA;Canada
Esher-Molesey;14;GB;United Kingdom
Milsons Point;50;AU;Australia
Oakland;9;US;United States
Langford;7;CA;Canada
London;14;GB;United Kingdom
Beaverton;58;US;United States
San Carlos;9;US;United States
Berkeley;9;US;United States
Darlinghurst;50;AU;Australia
Sammamish;79;US;United States
National City;9;US;United States
Cambridge;14;GB;United Kingdom
Port Macquarie;50;AU;Australia
Burien;79;US;United States
Glendale;9;US;United States
Sunbury;77;AU;Australia
Hobart;71;AU;Australia
Newton;7;CA;Canada
Lynnwood;79;US;United States
Watford;14;GB;United Kingdom
Imperial Beach;9;US;United States
Bellflower;9;US;United States
Billericay;14;GB;United Kingdom
London;14;GB;United Kingdom
Glendale;9;US;United States
Milton Keynes;14;GB;United Kingdom
Concord;9;US;United States
Los Angeles;9;US;United States
Stoke-on-Trent;14;GB;United Kingdom
Esher-Molesey;14;GB;United Kingdom
Lavender Bay;50;AU;Australia
West Covina;9;US;United States
Bellflower;9;US;United States
London;14;GB;United Kingdom
Caloundra;64;AU;Australia
Concord;9;US;United States
Walla Walla;79;US;United States
London;14;GB;United Kingdom
Walla Walla;79;US;United States
London;14;GB;United Kingdom
Chula Vista;9;US;United States
Everett;79;US;United States
Marysville;79;US;United States
North Ryde;50;AU;Australia
Berkshire;14;GB;United Kingdom
Coronado;9;US;United States
Long Beach;9;US;United States
Kirkby;14;GB;United Kingdom
Lebanon;58;US;United States
London;14;GB;United Kingdom
Royal Oak;7;CA;Canada
Brisbane;64;AU;Australia
Colma;9;US;United States
Lemon Grove;9;US;United States
Geelong;77;AU;Australia
Newport Beach;9;US;United States
El Cajon;9;US;United States
Imperial Beach;9;US;United States
Rhodes;50;AU;Australia
Sedro Woolley;79;US;United States
Berkeley;9;US;United States
Shawnee;7;CA;Canada
Lebanon;58;US;United States
Glendale;9;US;United States
Oxon;14;GB;United Kingdom
Beaverton;58;US;United States
Springwood;50;AU;Australia
Warrnambool;77;AU;Australia
Bellflower;9;US;United States
Esher-Molesey;14;GB;United Kingdom
Renton;79;US;United States
Woodland Hills;9;US;United States
Burien;79;US;United States
Burbank;9;US;United States
N. Vancouver;7;CA;Canada
Rhodes;50;AU;Australia
Spring Valley;9;US;United States
Paris;161;FR;France
Spokane;79;US;United States
Versailles;164;FR;France
Concord;9;US;United States
Redwood City;9;US;United States
Spokane;79;US;United States
St. Leonards;50;AU;Australia
Downey;9;US;United States
Coffs Harbour;50;AU;Australia
Corvallis;58;US;United States
Newton;7;CA;Canada
Lake Oswego;58;US;United States
London;14;GB;United Kingdom
Bellflower;9;US;United States
Lake Oswego;58;US;United States
Watford;14;GB;United Kingdom
Chula Vista;9;US;United States
Haney;7;CA;Canada
Spring Valley;9;US;United States
Palo Alto;9;US;United States
Langford;7;CA;Canada
Oxford;14;GB;United Kingdom
Imperial Beach;9;US;United States
Newcastle;50;AU;Australia
Gateshead;14;GB;United Kingdom
Cranbourne;77;AU;Australia
Gold Coast;64;AU;Australia
Bluffton;67;US;United States
Vancouver;7;CA;Canada
Rockhampton;64;AU;Australia
Corvallis;58;US;United States
Downey;9;US;United States
Santa Monica;9;US;United States
La Jolla;9;US;United States
Rhodes;50;AU;Australia
Melbourne;77;AU;Australia
Chula Vista;9;US;United States
Everett;79;US;United States
Colma;9;US;United States
Lemon Grove;9;US;United States
Renton;79;US;United States
Brisbane;64;AU;Australia
Burlingame;9;US;United States
Oxford;14;GB;United Kingdom
Edmonds;79;US;United States
Woodland Hills;9;US;United States
Oxford;14;GB;United Kingdom
East Brisbane;64;AU;Australia
Oak Bay;7;CA;Canada
Gateshead;14;GB;United Kingdom
Geelong;77;AU;Australia
San Francisco;9;US;United States
Fremont;9;US;United States
Hervey Bay;64;AU;Australia
Lake Oswego;58;US;United States
Esher-Molesey;14;GB;United Kingdom
Chula Vista;9;US;United States
Sydney;50;AU;Australia
Bury;14;GB;United Kingdom
Victoria;7;CA;Canada
Burlingame;9;US;United States
Tacoma;79;US;United States
Lakewood;9;US;United States
Newcastle;50;AU;Australia
Royal Oak;7;CA;Canada
Paris;161;FR;France
Roubaix;145;FR;France
Bellflower;9;US;United States
Bellingham;79;US;United States
Leeds;14;GB;United Kingdom
Burien;79;US;United States
Coronado;9;US;United States
Metchosin;7;CA;Canada
Rhodes;50;AU;Australia
Olympia;79;US;United States
Rockhampton;64;AU;Australia
Langley;7;CA;Canada
Sedro Woolley;79;US;United States
Warrington;14;GB;United Kingdom
Fremont;9;US;United States
Sammamish;79;US;United States
Concord;9;US;United States
Grossmont;9;US;United States
Sydney;50;AU;Australia
Walla Walla;79;US;United States
Lemon Grove;9;US;United States
Bendigo;77;AU;Australia
Newport Beach;9;US;United States
Bendigo;77;AU;Australia
Gold Coast;64;AU;Australia
Redwood City;9;US;United States
Beverly Hills;9;US;United States
Burbank;9;US;United States
Cliffside;7;CA;Canada
Kirkland;79;US;United States
National City;9;US;United States
La Jolla;9;US;United States
Torrance;9;US;United States
North Ryde;50;AU;Australia
Walla Walla;79;US;United States
Royal Oak;7;CA;Canada
York;14;GB;United Kingdom
La Jolla;9;US;United States
Matraville;50;AU;Australia
Walla Walla;79;US;United States
Cranbourne;77;AU;Australia
Mill Valley;9;US;United States
Imperial Beach;9;US;United States
Lakewood;9;US;United States
Langford;7;CA;Canada
El Cajon;9;US;United States
W. Linn;58;US;United States
Lakewood;9;US;United States
Seattle;79;US;United States
Milwaukie;58;US;United States
Seattle;79;US;United States
Warrnambool;77;AU;Australia
Daly City;9;US;United States
Gloucestershire;14;GB;United Kingdom
Hobart;71;AU;Australia
Portland;58;US;United States
Torrance;9;US;United States
Warrnambool;77;AU;Australia
Colma;9;US;United States
Perth;66;AU;Australia
Duvall;79;US;United States
Downey;9;US;United States
Victoria;7;CA;Canada
Westminster;7;CA;Canada
Rhodes;50;AU;Australia
Victoria;7;CA;Canada
Long Beach;9;US;United States
Tacoma;79;US;United States
London;14;GB;United Kingdom
Sooke;7;CA;Canada
Dunkerque;145;FR;France
Spring Valley;9;US;United States
Esher-Molesey;14;GB;United Kingdom
Lynnwood;79;US;United States
Shawnee;7;CA;Canada
Berkeley;9;US;United States
Liverpool;14;GB;United Kingdom
Warrington;14;GB;United Kingdom
Shawnee;7;CA;Canada
Cambridge;14;GB;United Kingdom
Saint Ouen;127;FR;France
Saint Ouen;103;FR;France
Saint Ouen;127;FR;France
Orleans;131;FR;France
Paris;161;FR;France
Dunkerque;145;FR;France
Villeneuve-d'Ascq;145;FR;France
Metz;143;FR;France
Colomiers;117;FR;France
Croix;145;FR;France
Roubaix;145;FR;France
Glendale;9;US;United States
North Sydney;50;AU;Australia
Dunkerque;145;FR;France
Kirkby;14;GB;United Kingdom
Cranbourne;77;AU;Australia
Long Beach;9;US;United States
Beverly Hills;9;US;United States
Seattle;79;US;United States
London;14;GB;United Kingdom
Newport Beach;9;US;United States
Boulogne-sur-Mer;148;FR;France
Verrieres Le Buisson;177;FR;France
Salem;58;US;United States
Berkeley;9;US;United States
Lebanon;58;US;United States
Burlingame;9;US;United States
Westminster;7;CA;Canada
Burien;79;US;United States
Lynnwood;79;US;United States
Burnaby;7;CA;Canada
Sedro Woolley;79;US;United States
Burien;79;US;United States
National City;9;US;United States
Bothell;79;US;United States
Burbank;9;US;United States
Seattle;79;US;United States
Burbank;9;US;United States
Hawthorne;64;AU;Australia
Woodburn;58;US;United States
Reading;14;GB;United Kingdom
Beaverton;58;US;United States
Lane Cove;50;AU;Australia
Salt Lake City;74;US;United States
Geelong;77;AU;Australia
Everett;79;US;United States
Edmonds;79;US;United States
North Sydney;50;AU;Australia
Langford;7;CA;Canada
Cloverdale;66;AU;Australia
Mill Valley;9;US;United States
Cliffside;7;CA;Canada
Maidenhead;14;GB;United Kingdom
Stockton;9;US;United States
Langford;7;CA;Canada
Bendigo;77;AU;Australia
Shawnee;7;CA;Canada
Seaford;77;AU;Australia
Chula Vista;9;US;United States
Sydney;50;AU;Australia
West Covina;9;US;United States
Milton Keynes;14;GB;United Kingdom
Novato;9;US;United States
Victoria;7;CA;Canada
Bellflower;9;US;United States
Lincoln Acres;9;US;United States
Malabar;50;AU;Australia
Wollongong;50;AU;Australia
La Jolla;9;US;United States
Leeds;14;GB;United Kingdom
Bellflower;9;US;United States
Burbank;9;US;United States
Kirkby;14;GB;United Kingdom
Lane Cove;50;AU;Australia
London;14;GB;United Kingdom
Newton;7;CA;Canada
Colma;9;US;United States
Cliffside;7;CA;Canada
N. Vancouver;7;CA;Canada
Esher-Molesey;14;GB;United Kingdom
Melbourne;77;AU;Australia
Berkshire;14;GB;United Kingdom
San Carlos;9;US;United States
London;14;GB;United Kingdom
Portland;58;US;United States
Spokane;79;US;United States
Chula Vista;9;US;United States
Cliffside;7;CA;Canada
Port Macquarie;50;AU;Australia
Lemon Grove;9;US;United States
Newton;7;CA;Canada
Oxon;14;GB;United Kingdom
Brisbane;64;AU;Australia
Peterborough;14;GB;United Kingdom
Lancaster;14;GB;United Kingdom
Berkshire;14;GB;United Kingdom
Redmond;79;US;United States
Concord;9;US;United States
Everett;79;US;United States
Kirkby;14;GB;United Kingdom
Esher-Molesey;14;GB;United Kingdom
Yakima;79;US;United States
Bremerton;79;US;United States
Tacoma;79;US;United States
Downey;9;US;United States
Milsons Point;50;AU;Australia
Mill Valley;9;US;United States
London;14;GB;United Kingdom
Long Beach;9;US;United States
Woodburn;58;US;United States
London;14;GB;United Kingdom
Marysville;79;US;United States
Springwood;50;AU;Australia
Lake Oswego;58;US;United States
Chula Vista;9;US;United States
N. Vancouver;7;CA;Canada
Braintree;30;US;United States
Kenmore;79;US;United States
Darlinghurst;50;AU;Australia
Newton;7;CA;Canada
Burlingame;9;US;United States
Lakewood;9;US;United States
Lebanon;58;US;United States
Mill Valley;9;US;United States
Wollongong;50;AU;Australia
Melbourne;77;AU;Australia
Townsville;64;AU;Australia
Colma;9;US;United States
Newcastle;50;AU;Australia
El Cajon;9;US;United States
Cliffside;7;CA;Canada
Royal Oak;7;CA;Canada
Warrnambool;77;AU;Australia
Metchosin;7;CA;Canada
Newton;7;CA;Canada
Bury;14;GB;United Kingdom
Gold Coast;64;AU;Australia
Los Angeles;9;US;United States
Matraville;50;AU;Australia
Sedro Woolley;79;US;United States
Lakewood;9;US;United States
North Sydney;50;AU;Australia
Redmond;79;US;United States
Everett;79;US;United States
Hervey Bay;64;AU;Australia
San Gabriel;9;US;United States
St. Leonards;50;AU;Australia
Edmonds;79;US;United States
South Melbourne;77;AU;Australia
Beaverton;58;US;United States
Redwood City;9;US;United States
Yakima;79;US;United States
San Carlos;9;US;United States
Novato;9;US;United States
Ballard;79;US;United States
Lake Oswego;58;US;United States
Renton;79;US;United States
Sooke;7;CA;Canada
Sunbury;77;AU;Australia
Walla Walla;79;US;United States
Corvallis;58;US;United States
Hawthorne;64;AU;Australia
Shawnee;7;CA;Canada
Bellflower;9;US;United States
Ballard;79;US;United States
Townsville;64;AU;Australia
Brisbane;64;AU;Australia
Seattle;79;US;United States
Lynnwood;79;US;United States
Burien;79;US;United States
Port Hammond;7;CA;Canada
Long Beach;9;US;United States
West Covina;9;US;United States
Olympia;79;US;United States
Oxford;14;GB;United Kingdom
Townsville;64;AU;Australia
Warrington;14;GB;United Kingdom
Warrnambool;77;AU;Australia
Goulburn;50;AU;Australia
Santa Cruz;9;US;United States
Haney;7;CA;Canada
Woolston;14;GB;United Kingdom
Geelong;77;AU;Australia
Gold Coast;64;AU;Australia
Burien;79;US;United States
Melbourne;77;AU;Australia
Bremerton;79;US;United States
Kirkby;14;GB;United Kingdom
Long Beach;9;US;United States
Vancouver;7;CA;Canada
Lincoln Acres;9;US;United States
London;14;GB;United Kingdom
Toronto;57;CA;Canada
Esher-Molesey;14;GB;United Kingdom
Concord;9;US;United States
Watford;14;GB;United Kingdom
Mississauga;57;CA;Canada
Saint Ouen;127;FR;France
Villeneuve-d'Ascq;145;FR;France
Paris;161;FR;France
Paris;161;FR;France
Dunkerque;145;FR;France
Paris;161;FR;France
Boulogne-Billancourt;178;FR;France
Chatou;164;FR;France
Villeneuve-d'Ascq;145;FR;France
Boulogne-sur-Mer;148;FR;France
Lieusaint;163;FR;France
Saint Ouen;103;FR;France
Villeneuve-d'Ascq;145;FR;France
Paris;161;FR;France
Paris;161;FR;France
Tremblay-en-France;179;FR;France
Saint Ouen;166;FR;France
Saint Germain en Laye;164;FR;France
Dunkerque;145;FR;France
Gloucestershire;14;GB;United Kingdom
Imperial Beach;9;US;United States
La Mesa;9;US;United States
Saint-Denis;179;FR;France
East Brisbane;64;AU;Australia
Issaquah;79;US;United States
St. Leonards;50;AU;Australia
Geelong;77;AU;Australia
High Wycombe;14;GB;United Kingdom
Royal Oak;7;CA;Canada
Geelong;77;AU;Australia
West Covina;9;US;United States
Salem;58;US;United States
Bothell;79;US;United States
Portland;58;US;United States
Sunbury;77;AU;Australia
Olympia;79;US;United States
Oakland;9;US;United States
Gateshead;14;GB;United Kingdom
Mill Valley;9;US;United States
Bendigo;77;AU;Australia
Downey;9;US;United States
Reading;14;GB;United Kingdom
Burlingame;9;US;United States
Sedro Woolley;79;US;United States
Bendigo;77;AU;Australia
Woodburn;58;US;United States
Casper;82;US;United States
N. Vancouver;7;CA;Canada
Ballard;79;US;United States
Edmonds;79;US;United States
Bellflower;9;US;United States
Perth;66;AU;Australia
Newport Beach;9;US;United States
St. Leonards;50;AU;Australia
Newport Beach;9;US;United States
Gold Coast;64;AU;Australia
West Covina;9;US;United States
Palo Alto;9;US;United States
East Brisbane;64;AU;Australia
Oakland;9;US;United States
Berkeley;9;US;United States
Cloverdale;66;AU;Australia
Los Angeles;9;US;United States
Hobart;71;AU;Australia
Coffs Harbour;50;AU;Australia
London;14;GB;United Kingdom
Hawthorne;64;AU;Australia
Burbank;9;US;United States
Peterborough;14;GB;United Kingdom
Longmont;10;US;United States
Bendigo;77;AU;Australia
Glendale;9;US;United States
Newton;7;CA;Canada
Chula Vista;9;US;United States
Royal Oak;7;CA;Canada
Lavender Bay;50;AU;Australia
Oakland;9;US;United States
Portland;58;US;United States
Findon;66;AU;Australia
Lake Oswego;58;US;United States
Bendigo;77;AU;Australia
Santa Cruz;9;US;United States
Downey;9;US;United States
Spokane;79;US;United States
Cliffside;7;CA;Canada
Bremerton;79;US;United States
W. Linn;58;US;United States
Torrance;9;US;United States
Caloundra;64;AU;Australia
Milwaukie;58;US;United States
San Diego;9;US;United States
Burien;79;US;United States
Rockhampton;64;AU;Australia
York;14;GB;United Kingdom
Yakima;79;US;United States
Yakima;79;US;United States
Beaverton;58;US;United States
Geelong;77;AU;Australia
South Melbourne;77;AU;Australia
London;14;GB;United Kingdom
Los Angeles;9;US;United States
Oakland;9;US;United States
Torrance;9;US;United States
Chatou;164;FR;France
Redwood City;9;US;United States
Wollongong;50;AU;Australia
